customer_id,signup_date,acquisition_channel,age,city_tier
CUST01054,2024-01-06,Social Media,26,Tier 2
CUST01055,2023-07-12,Email,27,Tier 2
CUST01056,2023-09-03,Organic Search,25,Tier 3
CUST01057,2023-10-15,Organic Search,32,Tier 1
CUST01058,2023-08-11,Social Media,46,Tier 2
CUST01059,2024-01-06,Organic Search,20,Tier 1
CUST01060,2023-10-23,Paid Ads,26,Tier 2
CUST01061,2023-11-16,Organic Search,31,Tier 2
CUST01062,2023-10-11,Organic Search,39,Tier 1
CUST01063,2023-12-18,Email,46,Tier 2
CUST01064,2023-10-03,Email,53,Tier 1
CUST01065,2023-07-17,Paid Ads,41,Tier 3
CUST01066,2023-12-07,Organic Search,33,Tier 1
CUST01067,2023-09-23,Social Media,20,Tier 2
CUST01068,2023-12-15,Organic Search,30,Tier 3
CUST01069,2023-11-28,Paid Ads,54,Tier 1
CUST01070,2023-08-25,Referral,21,Tier 2
CUST01071,2023-11-11,Organic Search,23,Tier 2
CUST01072,2023-09-24,Referral,21,Tier 1
CUST01073,2023-12-25,Organic Search,37,Tier 2
CUST01074,2023-10-10,Email,20,Tier 2
CUST01075,2023-12-12,Paid Ads,55,Tier 3
CUST01076,2024-01-08,Referral,35,Tier 3
CUST01077,2023-08-23,Organic Search,32,Tier 2
CUST01078,2024-01-16,Paid Ads,46,Tier 2
CUST01079,2023-12-24,Referral,45,Tier 3
CUST01080,2023-10-23,Paid Ads,28,Tier 2
CUST01081,2023-11-16,Paid Ads,21,Tier 1
CUST01082,2023-09-26,Organic Search,54,Tier 1
CUST01083,2023-08-18,Social Media,56,Tier 3
CUST01084,2023-11-26,Organic Search,43,Tier 2
CUST01085,2023-10-23,Organic Search,40,Tier 2
CUST01086,2024-01-10,Email,57,Tier 1
CUST01087,2023-09-01,Paid Ads,48,Tier 3
CUST01088,2023-10-12,Referral,39,Tier 1
CUST01089,2023-09-21,Referral,48,Tier 2
CUST01090,2023-10-11,Social Media,46,Tier 1
CUST01091,2023-12-03,Social Media,49,Tier 1
CUST01092,2023-07-17,Email,44,Tier 2
CUST01093,2023-07-06,Organic Search,40,Tier 3
CUST01094,2023-11-24,Social Media,39,Tier 1
CUST01095,2023-12-31,Organic Search,19,Tier 1
CUST01096,2023-07-28,Paid Ads,55,Tier 1
CUST01097,2024-01-10,Social Media,31,Tier 1
CUST01098,2023-08-07,Paid Ads,39,Tier 1
CUST01099,2023-10-27,Social Media,27,Tier 2
CUST01100,2023-08-06,Organic Search,35,Tier 3
CUST01101,2023-10-23,Email,39,Tier 1
CUST01102,2023-09-06,Organic Search,49,Tier 2
CUST01103,2023-12-24,Email,57,Tier 1
CUST01104,2023-08-12,Social Media,40,Tier 1
CUST01105,2023-12-11,Email,30,Tier 1
CUST01106,2023-08-27,Organic Search,24,Tier 2
CUST01107,2023-07-13,Organic Search,34,Tier 1
CUST01108,2023-08-21,Organic Search,44,Tier 1
CUST01109,2023-08-27,Email,23,Tier 1
CUST01110,2023-08-01,Referral,27,Tier 1
CUST01111,2023-10-13,Organic Search,58,Tier 1
CUST01112,2024-01-04,Social Media,32,Tier 3
CUST01113,2023-09-21,Social Media,48,Tier 2
CUST01114,2024-01-02,Paid Ads,44,Tier 3
CUST01115,2023-10-07,Email,47,Tier 1
CUST01116,2023-10-12,Social Media,37,Tier 1
CUST01117,2023-12-31,Organic Search,26,Tier 1
CUST01118,2023-07-28,Organic Search,41,Tier 1
CUST01119,2023-11-06,Organic Search,53,Tier 2
CUST01120,2023-12-17,Referral,49,Tier 1
CUST01121,2023-08-17,Referral,53,Tier 1
CUST01122,2023-08-09,Social Media,50,Tier 2
CUST01123,2023-10-05,Organic Search,23,Tier 1
CUST01124,2024-01-07,Paid Ads,34,Tier 3
CUST01125,2024-01-16,Organic Search,35,Tier 1
CUST01126,2023-10-22,Organic Search,50,Tier 2
CUST01127,2023-11-09,Email,56,Tier 1
CUST01128,2023-12-13,Referral,50,Tier 3
CUST01129,2023-12-02,Referral,38,Tier 1
CUST01130,2023-11-14,Email,20,Tier 2
CUST01131,2023-10-19,Organic Search,38,Tier 1
CUST01132,2023-11-21,Organic Search,36,Tier 2
CUST01133,2023-12-31,Paid Ads,19,Tier 1
CUST01134,2023-09-14,Social Media,47,Tier 1
CUST01135,2023-07-31,Social Media,47,Tier 3
CUST01136,2023-10-27,Paid Ads,37,Tier 3
CUST01137,2023-11-19,Paid Ads,58,Tier 1
CUST01138,2023-07-25,Organic Search,24,Tier 3
CUST01139,2023-08-03,Organic Search,57,Tier 1
CUST01140,2023-09-05,Paid Ads,26,Tier 3
CUST01141,2023-11-29,Organic Search,42,Tier 2
CUST01142,2023-10-26,Paid Ads,38,Tier 2
CUST01143,2023-09-11,Social Media,32,Tier 3
CUST01144,2023-07-26,Email,23,Tier 3
CUST01145,2023-11-25,Organic Search,59,Tier 1
CUST01146,2024-01-08,Organic Search,58,Tier 2
CUST01147,2023-10-12,Paid Ads,52,Tier 1
CUST01148,2023-07-10,Paid Ads,34,Tier 3
CUST01149,2023-09-05,Paid Ads,25,Tier 2
CUST01150,2023-11-29,Paid Ads,34,Tier 1
CUST01151,2023-07-05,Email,25,Tier 2
CUST01152,2024-01-11,Social Media,45,Tier 2
CUST01153,2024-01-02,Paid Ads,32,Tier 2
CUST01154,2023-07-27,Social Media,32,Tier 1
CUST01155,2023-10-21,Paid Ads,51,Tier 1
CUST01156,2023-07-15,Organic Search,51,Tier 2
CUST01157,2023-12-10,Email,38,Tier 1
CUST01158,2023-10-13,Email,54,Tier 1
CUST01159,2023-12-28,Referral,25,Tier 2
CUST01160,2023-08-13,Social Media,50,Tier 1
CUST01161,2023-07-26,Referral,21,Tier 2
CUST01162,2023-12-22,Referral,57,Tier 2
CUST01163,2023-12-09,Email,47,Tier 2
CUST01164,2023-10-03,Paid Ads,42,Tier 1
CUST01165,2023-12-25,Email,40,Tier 1
CUST01166,2023-09-22,Referral,24,Tier 1
CUST01167,2023-11-17,Social Media,42,Tier 3
CUST01168,2023-11-09,Organic Search,58,Tier 1
CUST01169,2023-09-25,Social Media,41,Tier 3
CUST01170,2023-12-23,Organic Search,56,Tier 2
CUST01171,2023-12-30,Paid Ads,28,Tier 3
CUST01172,2023-10-20,Organic Search,34,Tier 1
CUST01173,2023-11-06,Email,29,Tier 1
CUST01174,2023-09-27,Social Media,50,Tier 3
CUST01175,2023-09-04,Organic Search,24,Tier 1
CUST01176,2023-12-05,Organic Search,42,Tier 1
CUST01177,2023-11-08,Organic Search,51,Tier 1
CUST01178,2023-10-30,Email,30,Tier 3
CUST01179,2023-11-26,Paid Ads,45,Tier 2
CUST01180,2023-09-22,Organic Search,56,Tier 2
CUST01181,2023-12-24,Organic Search,36,Tier 2
CUST01182,2023-10-24,Paid Ads,57,Tier 1
CUST01183,2024-01-06,Organic Search,31,Tier 2
CUST01184,2023-10-24,Social Media,58,Tier 1
CUST01185,2023-08-07,Organic Search,48,Tier 3
CUST01186,2023-11-20,Email,59,Tier 1
CUST01187,2023-10-18,Organic Search,31,Tier 1
CUST01188,2023-12-27,Paid Ads,52,Tier 2
CUST01189,2023-08-15,Organic Search,54,Tier 1
CUST01190,2023-07-25,Social Media,48,Tier 2
CUST01191,2023-07-21,Referral,43,Tier 1
CUST01192,2023-10-29,Referral,20,Tier 1
CUST01193,2023-10-30,Email,54,Tier 2
CUST01194,2023-11-10,Paid Ads,36,Tier 2
CUST01195,2023-09-08,Social Media,23,Tier 1
CUST01196,2023-10-21,Email,37,Tier 2
CUST01197,2023-10-15,Organic Search,36,Tier 1
CUST01198,2023-10-20,Social Media,50,Tier 1
CUST01199,2023-10-16,Paid Ads,39,Tier 1
CUST01200,2023-08-16,Organic Search,28,Tier 3
CUST01201,2024-01-12,Organic Search,55,Tier 2
CUST01202,2023-09-29,Organic Search,40,Tier 1
CUST01203,2023-07-18,Paid Ads,31,Tier 2
CUST01204,2023-11-26,Organic Search,35,Tier 3
CUST01205,2023-10-12,Organic Search,27,Tier 1
CUST01206,2023-11-28,Organic Search,42,Tier 3
CUST01207,2024-01-08,Email,32,Tier 1
CUST01208,2024-01-11,Social Media,26,Tier 3
CUST01209,2023-08-09,Paid Ads,55,Tier 2
CUST01210,2023-11-15,Organic Search,37,Tier 1
CUST01211,2023-09-27,Organic Search,46,Tier 1
CUST01212,2023-12-27,Referral,59,Tier 3
CUST01213,2024-01-16,Paid Ads,48,Tier 2
CUST01214,2023-08-30,Paid Ads,25,Tier 2
CUST01215,2024-01-08,Organic Search,44,Tier 1
CUST01216,2023-07-05,Social Media,58,Tier 1
CUST01217,2023-10-30,Paid Ads,29,Tier 1
CUST01218,2023-12-28,Organic Search,32,Tier 1
CUST01219,2023-08-24,Organic Search,39,Tier 2
CUST01220,2023-08-06,Paid Ads,26,Tier 3
CUST01221,2023-08-25,Social Media,21,Tier 2
CUST01222,2024-01-03,Social Media,46,Tier 1
CUST01223,2023-10-10,Email,47,Tier 2
CUST01224,2023-10-01,Social Media,41,Tier 3
CUST01225,2024-01-13,Organic Search,36,Tier 2
CUST01226,2023-09-11,Email,53,Tier 2
CUST01227,2023-08-28,Email,31,Tier 3
CUST01228,2023-07-02,Organic Search,30,Tier 2
CUST01229,2024-01-09,Social Media,23,Tier 1
CUST01230,2023-10-12,Organic Search,57,Tier 1
CUST01231,2024-01-04,Paid Ads,29,Tier 3
CUST01232,2023-08-20,Email,29,Tier 2
CUST01233,2023-07-30,Email,49,Tier 1
CUST01234,2023-07-11,Email,49,Tier 2
CUST01235,2023-10-16,Organic Search,31,Tier 2
CUST01236,2023-09-14,Social Media,32,Tier 3
CUST01237,2023-12-14,Paid Ads,43,Tier 1
CUST01238,2023-09-28,Paid Ads,51,Tier 2
CUST01239,2023-10-31,Referral,51,Tier 3
CUST01240,2024-01-16,Social Media,33,Tier 1
CUST01241,2024-01-07,Organic Search,34,Tier 1
CUST01242,2024-01-08,Social Media,56,Tier 3
CUST01243,2024-01-05,Organic Search,24,Tier 2
CUST01244,2023-11-02,Organic Search,43,Tier 2
CUST01245,2023-12-29,Paid Ads,33,Tier 2
CUST01246,2023-10-30,Referral,22,Tier 1
CUST01247,2023-10-02,Organic Search,22,Tier 3
CUST01248,2023-10-11,Email,48,Tier 1
CUST01249,2024-01-02,Organic Search,52,Tier 1
CUST01250,2023-12-31,Social Media,45,Tier 1
CUST01251,2023-12-09,Paid Ads,49,Tier 1
CUST01252,2023-07-31,Email,50,Tier 3
CUST01253,2023-08-21,Organic Search,57,Tier 2
CUST01254,2023-09-27,Social Media,27,Tier 3
CUST01255,2023-09-14,Referral,59,Tier 1
CUST01256,2023-11-06,Email,26,Tier 2
CUST01257,2023-12-30,Paid Ads,32,Tier 2
CUST01258,2023-07-22,Referral,51,Tier 3
CUST01259,2023-08-09,Organic Search,41,Tier 2
CUST01260,2023-10-09,Social Media,39,Tier 1
CUST01261,2023-10-19,Social Media,30,Tier 1
CUST01262,2023-11-06,Organic Search,20,Tier 1
CUST01263,2023-09-03,Paid Ads,31,Tier 2
CUST01264,2024-01-07,Organic Search,22,Tier 3
CUST01265,2023-12-29,Email,38,Tier 1
CUST01266,2023-12-17,Email,32,Tier 1
CUST01267,2023-11-26,Paid Ads,48,Tier 1
CUST01268,2023-09-17,Paid Ads,47,Tier 2
CUST01269,2023-07-22,Organic Search,26,Tier 1
CUST01270,2023-12-13,Paid Ads,30,Tier 1
CUST01271,2023-10-07,Organic Search,59,Tier 1
CUST01272,2023-07-08,Social Media,56,Tier 2
CUST01273,2024-01-06,Organic Search,44,Tier 2
CUST01274,2023-12-22,Social Media,20,Tier 2
CUST01275,2023-07-17,Email,58,Tier 1
CUST01276,2023-07-17,Paid Ads,32,Tier 2
CUST01277,2023-09-28,Social Media,24,Tier 1
CUST01278,2023-11-18,Paid Ads,58,Tier 1
CUST01279,2023-11-22,Paid Ads,49,Tier 2
CUST01280,2023-12-13,Organic Search,35,Tier 1
CUST01281,2023-09-19,Paid Ads,43,Tier 2
CUST01282,2023-09-16,Organic Search,50,Tier 1
CUST01283,2023-12-20,Organic Search,30,Tier 1
CUST01284,2023-07-06,Paid Ads,31,Tier 3
CUST01285,2023-12-10,Organic Search,37,Tier 2
CUST01286,2023-10-18,Organic Search,43,Tier 2
CUST01287,2023-07-14,Organic Search,49,Tier 3
CUST01288,2023-09-10,Organic Search,55,Tier 2
CUST01289,2024-01-05,Organic Search,43,Tier 2
CUST01290,2023-11-20,Referral,34,Tier 2
CUST01291,2023-08-23,Organic Search,56,Tier 1
CUST01292,2023-07-27,Email,41,Tier 1
CUST01293,2023-07-13,Organic Search,32,Tier 2
CUST01294,2023-12-06,Referral,24,Tier 1
CUST01295,2023-12-10,Organic Search,43,Tier 1
CUST01296,2023-08-29,Referral,41,Tier 1
CUST01297,2023-07-06,Email,30,Tier 1
CUST01298,2024-01-13,Organic Search,31,Tier 1
CUST01299,2023-08-27,Social Media,54,Tier 1
CUST01300,2023-08-18,Paid Ads,57,Tier 1
CUST01301,2023-11-28,Organic Search,52,Tier 1
CUST01302,2023-12-09,Social Media,24,Tier 2
CUST01303,2023-07-26,Referral,56,Tier 1
CUST01304,2023-08-16,Paid Ads,58,Tier 3
CUST01305,2023-07-05,Paid Ads,26,Tier 3
CUST01306,2023-07-20,Social Media,26,Tier 2
CUST01307,2023-11-11,Email,58,Tier 2
CUST01308,2024-01-14,Social Media,51,Tier 1
CUST01309,2023-08-28,Email,52,Tier 1
CUST01310,2024-01-08,Organic Search,33,Tier 3
CUST01311,2023-11-23,Referral,54,Tier 1
CUST01312,2023-11-09,Organic Search,53,Tier 3
CUST01313,2023-07-17,Organic Search,40,Tier 2
CUST01314,2023-07-14,Paid Ads,41,Tier 1
CUST01315,2023-07-13,Email,58,Tier 2
CUST01316,2023-11-12,Organic Search,40,Tier 2
CUST01317,2023-11-05,Social Media,23,Tier 1
CUST01318,2023-08-13,Paid Ads,49,Tier 1
CUST01319,2023-10-27,Paid Ads,31,Tier 2
CUST01320,2023-11-20,Social Media,46,Tier 2
CUST01321,2023-07-19,Paid Ads,38,Tier 1
CUST01322,2023-09-01,Organic Search,51,Tier 1
CUST01323,2023-12-10,Organic Search,34,Tier 3
CUST01324,2023-09-19,Referral,47,Tier 2
CUST01325,2023-12-10,Organic Search,41,Tier 2
CUST01326,2023-11-24,Paid Ads,42,Tier 3
CUST01327,2023-11-25,Paid Ads,52,Tier 1
CUST01328,2023-10-08,Paid Ads,25,Tier 2
CUST01329,2023-12-10,Organic Search,56,Tier 3
CUST01330,2023-12-07,Paid Ads,55,Tier 2
CUST01331,2023-10-30,Paid Ads,22,Tier 1
CUST01332,2023-12-23,Referral,52,Tier 1
CUST01333,2023-08-13,Organic Search,40,Tier 2
CUST01334,2023-10-12,Paid Ads,23,Tier 1
CUST01335,2023-11-29,Paid Ads,41,Tier 3
CUST01336,2023-08-30,Paid Ads,33,Tier 1
CUST01337,2023-11-02,Email,49,Tier 1
CUST01338,2023-11-22,Organic Search,27,Tier 1
CUST01339,2023-09-09,Organic Search,43,Tier 2
CUST01340,2023-10-15,Social Media,43,Tier 3
CUST01341,2023-08-19,Paid Ads,39,Tier 2
CUST01342,2023-09-03,Paid Ads,27,Tier 3
CUST01343,2023-10-07,Organic Search,56,Tier 1
CUST01344,2023-08-01,Organic Search,40,Tier 1
CUST01345,2023-12-11,Organic Search,41,Tier 3
CUST01346,2023-11-18,Organic Search,22,Tier 3
CUST01347,2024-01-14,Email,47,Tier 3
CUST01348,2023-08-27,Social Media,33,Tier 2
CUST01349,2023-11-05,Organic Search,19,Tier 1
CUST01350,2023-11-19,Paid Ads,48,Tier 1
CUST01351,2023-12-12,Organic Search,47,Tier 3
CUST01352,2023-10-20,Paid Ads,38,Tier 1
CUST01353,2023-09-06,Organic Search,51,Tier 1
CUST01354,2023-08-09,Referral,59,Tier 2
CUST01355,2024-01-03,Email,54,Tier 1
CUST01356,2023-11-21,Referral,40,Tier 3
CUST01357,2024-01-06,Social Media,31,Tier 1
CUST01358,2023-11-09,Paid Ads,25,Tier 2
CUST01359,2023-12-20,Paid Ads,26,Tier 2
CUST01360,2023-09-28,Organic Search,46,Tier 2
CUST01361,2023-07-28,Paid Ads,27,Tier 2
CUST01362,2023-10-04,Referral,43,Tier 1
CUST01363,2024-01-10,Organic Search,34,Tier 2
CUST01364,2023-07-31,Social Media,28,Tier 2
CUST01365,2023-07-03,Paid Ads,29,Tier 2
CUST01366,2023-11-13,Social Media,49,Tier 1
CUST01367,2023-07-24,Referral,30,Tier 1
CUST01368,2023-07-15,Email,49,Tier 1
CUST01369,2023-12-18,Email,32,Tier 2
CUST01370,2023-12-06,Paid Ads,50,Tier 1
CUST01371,2023-08-14,Social Media,35,Tier 3
CUST01372,2024-01-10,Referral,53,Tier 2
CUST01373,2023-07-08,Social Media,19,Tier 2
CUST01374,2023-09-09,Email,47,Tier 3
CUST01375,2023-10-16,Email,22,Tier 1
CUST01376,2023-10-23,Social Media,41,Tier 3
CUST01377,2023-10-11,Paid Ads,46,Tier 2
CUST01378,2023-11-02,Social Media,34,Tier 3
CUST01379,2023-08-26,Paid Ads,30,Tier 3
CUST01380,2023-07-30,Organic Search,39,Tier 1
CUST01381,2023-11-23,Paid Ads,35,Tier 1
CUST01382,2023-10-22,Paid Ads,58,Tier 2
CUST01383,2024-01-13,Organic Search,31,Tier 2
CUST01384,2023-10-25,Organic Search,50,Tier 1
CUST01385,2023-12-14,Paid Ads,55,Tier 1
CUST01386,2023-08-29,Organic Search,33,Tier 1
CUST01387,2023-10-06,Paid Ads,30,Tier 2
CUST01388,2023-12-18,Social Media,33,Tier 3
CUST01389,2023-11-03,Referral,52,Tier 2
CUST01390,2023-12-20,Social Media,24,Tier 1
CUST01391,2023-11-28,Referral,35,Tier 1
CUST01392,2024-01-13,Email,38,Tier 1
CUST01393,2023-10-02,Organic Search,27,Tier 2
CUST01394,2023-11-11,Email,23,Tier 3
CUST01395,2023-12-31,Social Media,41,Tier 1
CUST01396,2023-10-30,Paid Ads,51,Tier 2
CUST01397,2023-10-16,Organic Search,56,Tier 3
CUST01398,2023-07-04,Social Media,32,Tier 3
CUST01399,2023-10-01,Organic Search,35,Tier 1
CUST01400,2023-11-28,Email,37,Tier 1
CUST01401,2023-07-06,Organic Search,51,Tier 1
CUST01402,2023-08-01,Email,19,Tier 2
CUST01403,2023-10-14,Paid Ads,31,Tier 3
CUST01404,2023-11-23,Organic Search,45,Tier 1
CUST01405,2023-07-15,Paid Ads,24,Tier 1
CUST01406,2023-12-15,Email,24,Tier 3
CUST01407,2023-10-30,Social Media,51,Tier 2
CUST01408,2023-10-04,Social Media,48,Tier 3
CUST01409,2023-07-06,Paid Ads,53,Tier 1
CUST01410,2023-10-20,Social Media,41,Tier 1
CUST01411,2023-10-28,Paid Ads,28,Tier 1
CUST01412,2023-10-31,Paid Ads,37,Tier 1
CUST01413,2024-01-07,Organic Search,46,Tier 2
CUST01414,2023-09-05,Email,41,Tier 1
CUST01415,2023-10-14,Paid Ads,22,Tier 1
CUST01416,2023-11-16,Organic Search,38,Tier 3
CUST01417,2023-08-12,Email,37,Tier 1
CUST01418,2023-11-22,Social Media,45,Tier 2
CUST01419,2023-10-04,Paid Ads,52,Tier 1
CUST01420,2023-11-09,Organic Search,22,Tier 3
CUST01421,2024-01-07,Paid Ads,56,Tier 1
CUST01422,2024-01-12,Paid Ads,25,Tier 2
CUST01423,2023-09-19,Email,25,Tier 1
CUST01424,2023-08-10,Paid Ads,44,Tier 1
CUST01425,2023-11-10,Email,44,Tier 2
CUST01426,2023-12-07,Social Media,37,Tier 1
CUST01427,2024-01-14,Organic Search,27,Tier 1
CUST01428,2023-08-04,Referral,38,Tier 3
CUST01429,2023-07-22,Paid Ads,34,Tier 3
CUST01430,2024-01-09,Organic Search,35,Tier 1
CUST01431,2023-11-27,Paid Ads,40,Tier 1
CUST01432,2023-10-20,Organic Search,31,Tier 1
CUST01433,2023-07-11,Organic Search,30,Tier 1
CUST01434,2023-07-03,Paid Ads,28,Tier 3
CUST01435,2023-11-14,Social Media,19,Tier 2
CUST01436,2023-08-29,Referral,50,Tier 2
CUST01437,2023-09-14,Email,48,Tier 3
CUST01438,2023-09-25,Organic Search,26,Tier 2
CUST01439,2023-07-14,Email,39,Tier 2
CUST01440,2023-07-18,Email,40,Tier 1
CUST01441,2023-10-21,Social Media,36,Tier 1
CUST01442,2023-09-11,Social Media,20,Tier 2
CUST01443,2023-07-23,Social Media,27,Tier 1
CUST01444,2023-09-21,Paid Ads,21,Tier 1
CUST01445,2023-11-02,Email,44,Tier 1
CUST01446,2023-12-22,Organic Search,39,Tier 1
CUST01447,2023-09-07,Referral,48,Tier 2
CUST01448,2023-08-16,Organic Search,46,Tier 2
CUST01449,2023-10-24,Organic Search,54,Tier 1
CUST01450,2023-07-30,Organic Search,44,Tier 1
CUST01451,2023-07-25,Social Media,52,Tier 2
CUST01452,2023-12-03,Paid Ads,26,Tier 1
CUST01453,2023-10-20,Paid Ads,28,Tier 2
CUST01454,2023-07-25,Referral,32,Tier 2
CUST01455,2023-09-12,Referral,58,Tier 1
CUST01456,2023-08-27,Paid Ads,33,Tier 2
CUST01457,2023-10-02,Organic Search,35,Tier 2
CUST01458,2023-10-27,Social Media,36,Tier 1
CUST01459,2023-11-04,Referral,50,Tier 1
CUST01460,2023-12-16,Paid Ads,56,Tier 3
CUST01461,2023-07-25,Email,41,Tier 1
CUST01462,2023-09-16,Organic Search,41,Tier 3
CUST01463,2023-10-07,Social Media,53,Tier 2
CUST01464,2023-10-24,Email,57,Tier 1
CUST01465,2023-08-17,Paid Ads,33,Tier 1
CUST01466,2023-07-10,Organic Search,42,Tier 2
CUST01467,2023-10-07,Referral,46,Tier 1
CUST01468,2023-07-11,Email,34,Tier 2
CUST01469,2023-09-23,Organic Search,34,Tier 3
CUST01470,2023-11-26,Email,58,Tier 3
CUST01471,2023-12-20,Email,57,Tier 1
CUST01472,2023-11-12,Paid Ads,24,Tier 3
CUST01473,2024-01-08,Social Media,20,Tier 3
CUST01474,2023-11-03,Email,31,Tier 3
CUST01475,2023-09-02,Referral,27,Tier 2
CUST01476,2023-07-02,Organic Search,52,Tier 2
CUST01477,2023-09-14,Organic Search,35,Tier 2
CUST01478,2023-10-29,Organic Search,45,Tier 1
CUST01479,2023-08-11,Email,47,Tier 3
CUST01480,2023-08-23,Email,55,Tier 1
CUST01481,2023-09-13,Social Media,40,Tier 1
CUST01482,2023-07-16,Social Media,42,Tier 3
CUST01483,2023-07-18,Paid Ads,25,Tier 1
CUST01484,2024-01-03,Referral,52,Tier 3
CUST01485,2023-09-28,Organic Search,30,Tier 2
CUST01486,2023-11-21,Social Media,41,Tier 1
CUST01487,2023-07-06,Paid Ads,33,Tier 1
CUST01488,2024-01-01,Email,51,Tier 2
CUST01489,2023-10-16,Social Media,31,Tier 2
CUST01490,2023-12-22,Email,41,Tier 3
CUST01491,2023-08-17,Organic Search,56,Tier 3
CUST01492,2023-08-11,Paid Ads,50,Tier 1
CUST01493,2023-09-14,Email,53,Tier 1
CUST01494,2024-01-04,Social Media,19,Tier 3
CUST01495,2023-09-15,Paid Ads,23,Tier 2
CUST01496,2023-11-09,Referral,31,Tier 1
CUST01497,2023-11-07,Paid Ads,23,Tier 3
CUST01498,2023-08-28,Paid Ads,50,Tier 3
CUST01499,2023-12-02,Social Media,39,Tier 2
CUST01500,2023-07-27,Email,42,Tier 1
CUST01501,2023-09-17,Referral,36,Tier 2
CUST01502,2023-09-10,Email,39,Tier 2
CUST01503,2023-07-07,Paid Ads,28,Tier 3
CUST01504,2024-01-07,Organic Search,42,Tier 3
CUST01505,2023-10-19,Paid Ads,58,Tier 2
CUST01506,2023-10-27,Organic Search,39,Tier 2
CUST01507,2023-12-21,Social Media,43,Tier 3
CUST01508,2023-09-01,Organic Search,41,Tier 1
CUST01509,2023-11-01,Organic Search,40,Tier 1
CUST01510,2023-07-12,Organic Search,22,Tier 3
CUST01511,2023-11-18,Organic Search,52,Tier 1
CUST01512,2023-08-12,Paid Ads,24,Tier 1
CUST01513,2023-07-17,Social Media,46,Tier 1
CUST01514,2023-09-01,Social Media,49,Tier 1
CUST01515,2023-10-28,Social Media,53,Tier 1
CUST01516,2023-08-05,Social Media,57,Tier 1
CUST01517,2023-07-08,Organic Search,41,Tier 3
CUST01518,2023-09-07,Social Media,24,Tier 2
CUST01519,2023-09-28,Organic Search,34,Tier 2
CUST01520,2023-08-05,Paid Ads,20,Tier 1
CUST01521,2023-07-28,Email,42,Tier 2
CUST01522,2023-10-26,Organic Search,35,Tier 2
CUST01523,2023-10-01,Social Media,19,Tier 2
CUST01524,2023-12-22,Paid Ads,24,Tier 1
CUST01525,2023-09-14,Social Media,23,Tier 1
CUST01526,2023-10-09,Paid Ads,47,Tier 3
CUST01527,2023-12-05,Organic Search,30,Tier 2
CUST01528,2023-11-28,Social Media,57,Tier 2
CUST01529,2023-11-21,Organic Search,21,Tier 2
CUST01530,2023-07-14,Paid Ads,19,Tier 1
CUST01531,2023-09-09,Organic Search,45,Tier 2
CUST01532,2023-12-27,Email,42,Tier 1
CUST01533,2023-11-01,Email,37,Tier 2
CUST01534,2023-11-02,Paid Ads,26,Tier 3
CUST01535,2023-08-06,Referral,20,Tier 2
CUST01536,2023-07-29,Social Media,48,Tier 1
CUST01537,2024-01-11,Social Media,48,Tier 1
CUST01538,2023-11-20,Social Media,57,Tier 2
CUST01539,2023-12-22,Organic Search,50,Tier 3
CUST01540,2023-12-21,Email,19,Tier 2
CUST01541,2023-12-27,Organic Search,56,Tier 2
CUST01542,2023-07-19,Organic Search,31,Tier 1
CUST01543,2023-10-14,Referral,29,Tier 2
CUST01544,2023-07-21,Email,28,Tier 2
CUST01545,2023-09-02,Paid Ads,44,Tier 3
CUST01546,2023-12-12,Organic Search,38,Tier 1
CUST01547,2023-07-27,Email,35,Tier 2
CUST01548,2023-08-24,Organic Search,35,Tier 1
CUST01549,2023-07-29,Organic Search,22,Tier 2
CUST01550,2023-11-25,Organic Search,23,Tier 3
CUST01551,2023-07-25,Paid Ads,41,Tier 1
CUST01552,2023-09-08,Email,28,Tier 1
CUST01553,2023-09-01,Organic Search,46,Tier 2
CUST01554,2023-12-11,Social Media,51,Tier 2
CUST01555,2023-11-07,Organic Search,44,Tier 1
CUST01556,2023-11-27,Email,47,Tier 1
CUST01557,2023-07-16,Referral,45,Tier 2
CUST01558,2023-11-23,Email,36,Tier 3
CUST01559,2024-01-13,Social Media,58,Tier 1
CUST01560,2023-12-29,Referral,28,Tier 3
CUST01561,2023-10-08,Paid Ads,23,Tier 1
CUST01562,2023-07-30,Social Media,28,Tier 1
CUST01563,2023-08-14,Social Media,39,Tier 1
CUST01564,2023-07-19,Paid Ads,42,Tier 3
CUST01565,2023-08-03,Organic Search,56,Tier 1
CUST01566,2023-11-18,Referral,21,Tier 2
CUST01567,2023-12-18,Social Media,58,Tier 2
CUST01568,2023-08-31,Organic Search,49,Tier 3
CUST01569,2023-10-26,Paid Ads,59,Tier 3
CUST01570,2023-10-08,Social Media,55,Tier 2
CUST01571,2023-07-22,Paid Ads,20,Tier 3
CUST01572,2023-12-27,Email,20,Tier 2
CUST01573,2023-12-27,Social Media,57,Tier 3
CUST01574,2023-10-19,Email,52,Tier 1
CUST01575,2023-12-11,Paid Ads,38,Tier 1
CUST01576,2023-09-11,Social Media,51,Tier 2
CUST01577,2023-11-24,Social Media,22,Tier 1
CUST01578,2023-08-07,Email,29,Tier 1
CUST01579,2023-09-08,Paid Ads,23,Tier 2
CUST01580,2023-10-24,Paid Ads,43,Tier 1
CUST01581,2023-09-17,Referral,55,Tier 2
CUST01582,2024-01-01,Organic Search,52,Tier 1
CUST01583,2023-11-25,Organic Search,27,Tier 3
