transaction_id,customer_id,transaction_date,category,order_value,quantity
TXN027940,CUST01221,2025-04-15,Sports,4728.3,1
TXN027941,CUST01221,2025-04-02,Electronics,3474.78,4
TXN027942,CUST01221,2025-04-07,Home & Kitchen,2588.37,1
TXN027943,CUST01221,2025-03-22,Apparel,647.21,4
TXN027944,CUST01221,2025-06-03,Beauty,1837.05,1
TXN027945,CUST01221,2025-06-01,Books,2597.29,3
TXN027946,CUST01221,2025-06-10,Sports,1453.6,2
TXN027947,CUST01221,2025-05-30,Books,1390.28,2
TXN027948,CUST01221,2025-05-20,Books,2228.2,3
TXN027949,CUST01221,2025-05-25,Beauty,2333.57,1
TXN027950,CUST01222,2024-02-13,Sports,636.62,3
TXN027951,CUST01222,2024-03-10,Apparel,602.12,2
TXN027952,CUST01222,2024-04-14,Apparel,902.15,2
TXN027953,CUST01222,2024-06-21,Home & Kitchen,244.11,3
TXN027954,CUST01222,2024-08-01,Home & Kitchen,610.26,1
TXN027955,CUST01222,2025-01-25,Sports,679.33,2
TXN027956,CUST01222,2025-02-25,Apparel,510.16,2
TXN027957,CUST01222,2025-03-12,Sports,595.74,2
TXN027958,CUST01222,2025-04-01,Beauty,676.91,3
TXN027959,CUST01222,2025-04-15,Home & Kitchen,585.27,4
TXN027960,CUST01222,2025-04-30,Sports,525.82,4
TXN027961,CUST01223,2023-12-07,Sports,1549.65,1
TXN027962,CUST01223,2023-11-12,Home & Kitchen,488.41,1
TXN027963,CUST01223,2023-12-23,Home & Kitchen,472.63,2
TXN027964,CUST01223,2024-06-02,Electronics,723.14,2
TXN027965,CUST01223,2024-07-04,Electronics,1211.96,4
TXN027966,CUST01224,2023-11-17,Electronics,1573.0,2
TXN027967,CUST01224,2023-12-19,Books,2271.83,4
TXN027968,CUST01224,2023-12-08,Electronics,2709.15,2
TXN027969,CUST01224,2023-12-04,Books,1855.44,2
TXN027970,CUST01224,2024-01-26,Beauty,1574.62,1
TXN027971,CUST01224,2024-01-22,Electronics,2084.48,3
TXN027972,CUST01224,2024-01-07,Electronics,1279.4,1
TXN027973,CUST01224,2024-02-02,Books,1114.04,3
TXN027974,CUST01224,2024-02-19,Sports,1112.61,3
TXN027975,CUST01224,2024-03-08,Books,2036.03,3
TXN027976,CUST01224,2024-05-18,Beauty,637.58,1
TXN027977,CUST01224,2024-05-19,Electronics,1734.97,3
TXN027978,CUST01224,2024-05-04,Home & Kitchen,731.62,1
TXN027979,CUST01224,2024-05-31,Home & Kitchen,1913.08,2
TXN027980,CUST01224,2024-06-27,Apparel,1785.88,3
TXN027981,CUST01224,2024-08-06,Beauty,1176.69,3
TXN027982,CUST01224,2024-09-21,Sports,1357.04,4
TXN027983,CUST01224,2024-08-26,Apparel,777.01,3
TXN027984,CUST01224,2024-08-29,Electronics,715.35,1
TXN027985,CUST01224,2024-09-20,Beauty,2426.66,3
TXN027986,CUST01224,2024-09-23,Apparel,1629.56,3
TXN027987,CUST01224,2024-09-21,Books,1364.66,2
TXN027988,CUST01224,2024-10-05,Apparel,1803.81,3
TXN027989,CUST01224,2024-10-14,Beauty,1644.2,1
TXN027990,CUST01224,2024-10-17,Beauty,1623.82,2
TXN027991,CUST01224,2024-10-30,Apparel,1910.99,2
TXN027992,CUST01224,2024-10-25,Electronics,1623.6,4
TXN027993,CUST01224,2024-11-16,Sports,2947.11,1
TXN027994,CUST01224,2024-12-11,Books,1538.53,3
TXN027995,CUST01224,2024-12-19,Sports,876.74,4
TXN027996,CUST01224,2024-11-28,Electronics,2387.76,3
TXN027997,CUST01224,2024-12-01,Home & Kitchen,1086.9,3
TXN027998,CUST01224,2024-12-14,Apparel,1743.06,3
TXN027999,CUST01224,2025-01-01,Sports,2172.08,1
TXN028000,CUST01224,2025-01-21,Electronics,1617.07,2
TXN028001,CUST01224,2025-01-20,Books,1215.11,2
TXN028002,CUST01224,2025-03-12,Sports,1930.58,4
TXN028003,CUST01224,2025-03-07,Electronics,1884.13,3
TXN028004,CUST01224,2025-04-13,Apparel,1962.55,4
TXN028005,CUST01224,2025-04-10,Beauty,1619.93,4
TXN028006,CUST01224,2025-05-18,Apparel,1506.94,2
TXN028007,CUST01224,2025-04-26,Books,1956.28,2
TXN028008,CUST01224,2025-05-03,Apparel,1870.0,1
TXN028009,CUST01224,2025-05-11,Books,1609.8,1
TXN028010,CUST01224,2025-05-19,Apparel,1869.83,4
TXN028011,CUST01224,2025-06-13,Apparel,2476.32,1
TXN028012,CUST01225,2024-02-08,Apparel,1116.65,1
TXN028013,CUST01225,2024-02-13,Sports,825.93,1
TXN028014,CUST01225,2024-03-06,Beauty,1463.65,4
TXN028015,CUST01225,2024-02-14,Electronics,810.43,3
TXN028016,CUST01225,2024-04-05,Home & Kitchen,783.33,4
TXN028017,CUST01225,2024-04-07,Beauty,1252.14,1
TXN028018,CUST01225,2024-05-03,Sports,875.07,1
TXN028019,CUST01225,2024-04-14,Beauty,1455.9,1
TXN028020,CUST01225,2024-04-30,Sports,512.28,3
TXN028021,CUST01226,2023-09-12,Electronics,918.05,4
TXN028022,CUST01226,2023-09-29,Beauty,832.51,1
TXN028023,CUST01226,2023-12-20,Books,1229.01,2
TXN028024,CUST01226,2024-01-15,Sports,1037.94,1
TXN028025,CUST01226,2024-01-31,Books,1057.26,4
TXN028026,CUST01226,2024-02-21,Electronics,998.24,2
TXN028027,CUST01226,2024-03-30,Apparel,1119.17,2
TXN028028,CUST01226,2024-03-29,Beauty,1031.5,4
TXN028029,CUST01226,2024-05-26,Books,1137.04,2
TXN028030,CUST01226,2024-05-26,Electronics,542.57,4
TXN028031,CUST01226,2024-06-05,Books,573.37,2
TXN028032,CUST01226,2024-05-11,Books,874.94,1
TXN028033,CUST01226,2024-06-25,Beauty,879.29,2
TXN028034,CUST01226,2024-07-07,Home & Kitchen,1147.68,3
TXN028035,CUST01226,2024-08-21,Beauty,1031.16,3
TXN028036,CUST01226,2024-08-22,Beauty,470.62,1
TXN028037,CUST01226,2024-09-04,Electronics,1349.7,1
TXN028038,CUST01226,2024-08-17,Home & Kitchen,727.97,3
TXN028039,CUST01226,2024-08-17,Home & Kitchen,797.92,3
TXN028040,CUST01226,2024-10-19,Electronics,403.1,4
TXN028041,CUST01226,2024-11-12,Sports,740.55,3
TXN028042,CUST01226,2025-04-28,Apparel,870.7,2
TXN028043,CUST01226,2025-05-17,Books,1248.19,4
TXN028044,CUST01227,2024-02-11,Books,494.3,4
TXN028045,CUST01227,2024-03-23,Beauty,807.64,1
TXN028046,CUST01227,2024-04-04,Electronics,864.78,2
TXN028047,CUST01227,2024-07-21,Beauty,150.0,1
TXN028048,CUST01227,2024-10-01,Books,608.64,1
TXN028049,CUST01227,2025-03-17,Beauty,542.88,1
TXN028050,CUST01227,2025-04-19,Electronics,766.07,2
TXN028051,CUST01227,2025-06-02,Beauty,447.33,1
TXN028052,CUST01228,2023-11-27,Beauty,677.67,1
TXN028053,CUST01228,2024-02-07,Electronics,548.94,4
TXN028054,CUST01228,2024-04-09,Apparel,506.05,2
TXN028055,CUST01228,2024-04-22,Sports,458.78,2
TXN028056,CUST01228,2024-04-09,Books,529.04,4
TXN028057,CUST01228,2024-06-23,Beauty,689.76,1
TXN028058,CUST01228,2024-06-07,Sports,300.48,1
TXN028059,CUST01228,2025-01-09,Apparel,779.15,2
TXN028060,CUST01228,2024-12-28,Books,517.49,3
TXN028061,CUST01228,2025-05-16,Home & Kitchen,333.43,3
TXN028062,CUST01228,2025-06-20,Beauty,726.7,1
TXN028063,CUST01229,2024-01-27,Apparel,4459.52,4
TXN028064,CUST01229,2024-01-26,Books,1100.36,2
TXN028065,CUST01229,2024-02-06,Apparel,3491.55,4
TXN028066,CUST01229,2024-01-11,Apparel,2912.01,3
TXN028067,CUST01229,2024-01-19,Apparel,5440.86,2
TXN028068,CUST01229,2024-01-20,Books,4333.41,3
TXN028069,CUST01229,2024-01-27,Sports,4293.08,4
TXN028070,CUST01229,2024-02-11,Apparel,3382.36,1
TXN028071,CUST01229,2024-03-05,Beauty,3163.02,4
TXN028072,CUST01229,2024-02-11,Home & Kitchen,2272.9,1
TXN028073,CUST01229,2024-02-09,Apparel,2387.63,2
TXN028074,CUST01229,2024-02-28,Electronics,3838.28,1
TXN028075,CUST01229,2024-03-10,Apparel,3610.3,4
TXN028076,CUST01229,2024-03-29,Beauty,2794.98,4
TXN028077,CUST01229,2024-03-19,Beauty,2010.52,1
TXN028078,CUST01229,2024-03-19,Electronics,1976.55,3
TXN028079,CUST01229,2024-03-29,Home & Kitchen,752.74,1
TXN028080,CUST01229,2024-03-12,Sports,4420.77,2
TXN028081,CUST01229,2024-03-23,Electronics,3838.98,4
TXN028082,CUST01229,2024-04-18,Home & Kitchen,5004.85,3
TXN028083,CUST01229,2024-05-02,Apparel,2293.86,3
TXN028084,CUST01229,2024-04-09,Sports,3356.95,4
TXN028085,CUST01229,2024-04-16,Home & Kitchen,2321.14,3
TXN028086,CUST01229,2024-05-03,Apparel,4542.41,2
TXN028087,CUST01229,2024-04-21,Sports,5409.22,4
TXN028088,CUST01229,2024-05-17,Home & Kitchen,3715.53,3
TXN028089,CUST01229,2024-05-24,Beauty,2852.97,3
TXN028090,CUST01229,2024-06-05,Home & Kitchen,1844.75,4
TXN028091,CUST01229,2024-06-16,Electronics,2664.13,3
TXN028092,CUST01229,2024-06-30,Electronics,2548.84,3
TXN028093,CUST01229,2024-06-26,Sports,4579.33,1
TXN028094,CUST01229,2024-06-07,Books,1029.18,2
TXN028095,CUST01229,2024-07-26,Home & Kitchen,3449.9,3
TXN028096,CUST01229,2024-07-30,Electronics,4641.77,1
TXN028097,CUST01229,2024-07-19,Home & Kitchen,2909.26,3
TXN028098,CUST01229,2024-07-29,Beauty,2259.12,3
TXN028099,CUST01229,2024-07-21,Sports,889.62,3
TXN028100,CUST01229,2024-08-30,Apparel,2570.09,3
TXN028101,CUST01229,2024-08-30,Home & Kitchen,3287.05,2
TXN028102,CUST01229,2024-09-02,Apparel,3059.82,1
TXN028103,CUST01229,2024-08-18,Sports,4780.15,4
TXN028104,CUST01229,2024-09-17,Home & Kitchen,293.74,4
TXN028105,CUST01229,2024-09-07,Sports,2311.33,1
TXN028106,CUST01229,2024-09-05,Apparel,3235.26,1
TXN028107,CUST01229,2024-10-25,Books,3303.32,2
TXN028108,CUST01229,2024-10-25,Electronics,1840.58,1
TXN028109,CUST01229,2024-10-17,Electronics,3932.07,4
TXN028110,CUST01229,2024-10-21,Apparel,3972.0,2
TXN028111,CUST01229,2024-11-23,Beauty,4014.71,1
TXN028112,CUST01229,2024-12-01,Electronics,659.19,2
TXN028113,CUST01229,2024-11-19,Apparel,2832.07,4
TXN028114,CUST01229,2024-12-31,Apparel,3866.05,2
TXN028115,CUST01229,2024-12-19,Sports,3836.94,4
TXN028116,CUST01229,2024-12-30,Sports,3636.52,2
TXN028117,CUST01229,2024-12-14,Beauty,4473.69,1
TXN028118,CUST01229,2024-12-13,Apparel,2548.34,2
TXN028119,CUST01229,2025-01-26,Home & Kitchen,1512.24,1
TXN028120,CUST01229,2025-01-28,Home & Kitchen,3682.37,1
TXN028121,CUST01229,2025-01-13,Home & Kitchen,2845.37,4
TXN028122,CUST01229,2025-01-11,Books,3979.55,1
TXN028123,CUST01229,2025-01-31,Electronics,3067.17,1
TXN028124,CUST01229,2025-02-22,Home & Kitchen,3589.39,3
TXN028125,CUST01229,2025-02-22,Home & Kitchen,3188.45,3
TXN028126,CUST01229,2025-02-07,Home & Kitchen,4485.28,2
TXN028127,CUST01229,2025-02-12,Sports,4259.58,3
TXN028128,CUST01229,2025-02-08,Electronics,4317.36,4
TXN028129,CUST01229,2025-02-26,Books,4393.2,3
TXN028130,CUST01229,2025-03-21,Home & Kitchen,2662.01,4
TXN028131,CUST01229,2025-03-12,Books,3672.99,1
TXN028132,CUST01229,2025-03-30,Sports,1848.85,3
TXN028133,CUST01229,2025-03-31,Home & Kitchen,3356.13,4
TXN028134,CUST01229,2025-04-07,Home & Kitchen,2381.36,1
TXN028135,CUST01229,2025-04-26,Home & Kitchen,1443.35,1
TXN028136,CUST01229,2025-04-12,Home & Kitchen,3899.39,1
TXN028137,CUST01229,2025-04-11,Apparel,2750.92,3
TXN028138,CUST01229,2025-05-01,Apparel,2736.72,4
TXN028139,CUST01229,2025-05-18,Books,2890.13,3
TXN028140,CUST01229,2025-06-01,Apparel,2226.87,4
TXN028141,CUST01229,2025-05-08,Sports,1953.38,3
TXN028142,CUST01229,2025-05-04,Apparel,3336.0,3
TXN028143,CUST01229,2025-05-17,Books,3818.36,1
TXN028144,CUST01230,2023-10-18,Electronics,1298.76,3
TXN028145,CUST01230,2023-11-14,Home & Kitchen,1415.23,4
TXN028146,CUST01230,2023-12-06,Apparel,903.78,2
TXN028147,CUST01230,2023-11-25,Apparel,1208.12,2
TXN028148,CUST01230,2023-11-13,Books,915.53,2
TXN028149,CUST01230,2023-12-10,Apparel,980.52,1
TXN028150,CUST01230,2024-01-05,Books,1115.96,1
TXN028151,CUST01230,2023-12-19,Sports,1324.22,2
TXN028152,CUST01230,2024-01-06,Apparel,409.31,2
TXN028153,CUST01230,2024-01-21,Sports,743.34,3
TXN028154,CUST01230,2024-03-07,Apparel,721.96,3
TXN028155,CUST01230,2024-03-11,Beauty,1003.62,2
TXN028156,CUST01231,2024-01-21,Beauty,753.26,4
TXN028157,CUST01231,2024-01-21,Apparel,1542.71,4
TXN028158,CUST01231,2024-01-23,Home & Kitchen,1707.81,4
TXN028159,CUST01231,2024-01-29,Electronics,1555.75,4
TXN028160,CUST01231,2024-02-03,Electronics,495.27,4
TXN028161,CUST01231,2024-02-03,Sports,2270.02,2
TXN028162,CUST01231,2024-03-16,Electronics,2207.3,1
TXN028163,CUST01231,2024-04-14,Home & Kitchen,1413.09,4
TXN028164,CUST01231,2024-04-20,Books,2825.38,3
TXN028165,CUST01231,2024-04-28,Sports,1404.57,4
TXN028166,CUST01231,2024-06-21,Books,1934.22,4
TXN028167,CUST01231,2024-06-16,Sports,1895.96,2
TXN028168,CUST01231,2024-06-06,Apparel,1827.44,2
TXN028169,CUST01231,2024-07-01,Apparel,1701.86,3
TXN028170,CUST01231,2024-07-10,Home & Kitchen,876.13,1
TXN028171,CUST01231,2024-07-20,Home & Kitchen,1178.07,2
TXN028172,CUST01231,2024-08-14,Beauty,754.79,3
TXN028173,CUST01231,2024-08-22,Electronics,1023.44,2
TXN028174,CUST01231,2024-09-11,Books,1497.39,1
TXN028175,CUST01231,2024-09-07,Books,1806.88,3
TXN028176,CUST01231,2024-10-18,Books,2295.89,3
TXN028177,CUST01231,2024-11-24,Books,943.27,1
TXN028178,CUST01231,2024-11-19,Apparel,2069.86,4
TXN028179,CUST01231,2024-12-16,Electronics,2137.54,3
TXN028180,CUST01231,2025-03-20,Beauty,1942.48,1
TXN028181,CUST01231,2025-04-15,Sports,1077.97,1
TXN028182,CUST01231,2025-06-03,Books,2153.24,2
TXN028183,CUST01231,2025-06-05,Books,1378.63,3
TXN028184,CUST01231,2025-06-02,Apparel,2209.32,3
TXN028185,CUST01231,2025-06-07,Home & Kitchen,1950.89,1
TXN028186,CUST01232,2023-12-12,Electronics,585.24,4
TXN028187,CUST01232,2024-01-17,Electronics,418.32,1
TXN028188,CUST01233,2023-09-13,Home & Kitchen,496.34,3
TXN028189,CUST01233,2024-05-17,Electronics,791.48,3
TXN028190,CUST01233,2024-07-05,Electronics,693.9,2
TXN028191,CUST01233,2024-07-22,Apparel,658.14,2
TXN028192,CUST01233,2024-08-06,Books,822.78,4
TXN028193,CUST01233,2024-09-13,Home & Kitchen,846.33,3
TXN028194,CUST01234,2023-08-02,Electronics,655.28,1
TXN028195,CUST01234,2023-08-22,Sports,295.35,1
TXN028196,CUST01234,2024-01-28,Apparel,579.24,4
TXN028197,CUST01234,2024-01-11,Electronics,801.58,1
TXN028198,CUST01234,2024-02-27,Apparel,150.0,3
TXN028199,CUST01234,2024-02-27,Electronics,478.85,2
TXN028200,CUST01234,2024-04-23,Electronics,730.78,1
TXN028201,CUST01234,2024-09-25,Apparel,751.06,3
TXN028202,CUST01234,2025-01-09,Electronics,528.34,3
TXN028203,CUST01234,2025-01-07,Home & Kitchen,347.43,2
TXN028204,CUST01235,2023-11-06,Books,1004.53,3
TXN028205,CUST01235,2024-02-13,Sports,1273.79,2
TXN028206,CUST01235,2024-03-07,Apparel,765.73,2
TXN028207,CUST01235,2024-03-05,Books,1300.8,2
TXN028208,CUST01235,2024-04-12,Sports,549.87,2
TXN028209,CUST01235,2024-03-30,Sports,1656.75,2
TXN028210,CUST01235,2024-05-23,Sports,1225.02,3
TXN028211,CUST01235,2024-05-28,Electronics,1919.57,2
TXN028212,CUST01235,2024-05-31,Sports,595.18,3
TXN028213,CUST01235,2024-07-14,Apparel,1428.42,3
TXN028214,CUST01235,2024-08-05,Apparel,704.88,1
TXN028215,CUST01235,2024-08-12,Electronics,971.25,4
TXN028216,CUST01235,2024-09-15,Electronics,1288.35,2
TXN028217,CUST01235,2024-10-02,Apparel,1078.0,3
TXN028218,CUST01235,2024-10-30,Home & Kitchen,1002.97,3
TXN028219,CUST01235,2025-01-08,Sports,676.01,4
TXN028220,CUST01235,2025-02-06,Books,1341.02,4
TXN028221,CUST01236,2023-09-18,Apparel,691.17,1
TXN028222,CUST01236,2024-07-07,Electronics,503.62,2
TXN028223,CUST01236,2024-07-16,Books,474.88,2
TXN028224,CUST01236,2024-10-20,Electronics,710.29,4
TXN028225,CUST01236,2025-01-22,Home & Kitchen,853.89,4
TXN028226,CUST01237,2023-12-30,Home & Kitchen,1572.41,4
TXN028227,CUST01237,2024-02-05,Electronics,1465.35,3
TXN028228,CUST01237,2024-03-04,Sports,408.69,3
TXN028229,CUST01237,2024-02-28,Apparel,2475.38,1
TXN028230,CUST01237,2024-02-28,Home & Kitchen,1741.75,4
TXN028231,CUST01237,2024-02-17,Books,1915.93,2
TXN028232,CUST01237,2024-03-22,Sports,1577.43,1
TXN028233,CUST01237,2024-04-09,Apparel,1534.46,2
TXN028234,CUST01237,2024-04-09,Sports,1876.28,1
TXN028235,CUST01237,2024-04-15,Electronics,1832.23,3
TXN028236,CUST01237,2024-05-07,Apparel,2877.83,4
TXN028237,CUST01237,2024-05-08,Electronics,927.26,3
TXN028238,CUST01237,2024-05-25,Apparel,2168.12,4
TXN028239,CUST01237,2024-05-24,Beauty,2351.16,4
TXN028240,CUST01237,2024-06-02,Electronics,2072.38,1
TXN028241,CUST01237,2024-05-28,Apparel,1015.36,3
TXN028242,CUST01237,2024-07-07,Apparel,1985.45,1
TXN028243,CUST01237,2024-06-26,Books,1366.45,2
TXN028244,CUST01237,2024-06-16,Home & Kitchen,2816.79,3
TXN028245,CUST01237,2024-06-30,Sports,1399.32,2
TXN028246,CUST01237,2024-07-31,Home & Kitchen,2556.91,1
TXN028247,CUST01237,2024-08-04,Books,1815.67,4
TXN028248,CUST01237,2024-08-01,Electronics,2472.81,1
TXN028249,CUST01237,2024-09-07,Electronics,1801.48,1
TXN028250,CUST01237,2024-08-25,Beauty,1546.1,2
TXN028251,CUST01237,2024-09-28,Electronics,2231.19,1
TXN028252,CUST01237,2024-09-17,Sports,1111.72,1
TXN028253,CUST01237,2024-11-05,Sports,839.57,4
TXN028254,CUST01237,2024-12-25,Beauty,1696.13,1
TXN028255,CUST01237,2025-01-25,Beauty,2184.09,3
TXN028256,CUST01237,2025-01-11,Home & Kitchen,1346.55,4
TXN028257,CUST01237,2025-01-08,Sports,1320.7,1
TXN028258,CUST01237,2025-01-23,Electronics,1096.83,2
TXN028259,CUST01237,2025-01-13,Books,1317.2,4
TXN028260,CUST01237,2025-02-10,Apparel,1931.93,1
TXN028261,CUST01237,2025-02-07,Sports,854.81,1
TXN028262,CUST01237,2025-02-26,Sports,2465.56,3
TXN028263,CUST01237,2025-03-08,Books,2024.31,1
TXN028264,CUST01237,2025-03-23,Sports,2423.23,4
TXN028265,CUST01237,2025-03-19,Books,1306.71,4
TXN028266,CUST01237,2025-04-20,Books,1729.97,3
TXN028267,CUST01237,2025-04-16,Books,1761.99,2
TXN028268,CUST01237,2025-05-21,Beauty,1565.32,3
TXN028269,CUST01237,2025-05-16,Beauty,2074.79,4
TXN028270,CUST01237,2025-05-29,Electronics,995.33,4
TXN028271,CUST01237,2025-05-25,Beauty,1432.7,2
TXN028272,CUST01238,2024-02-13,Sports,1101.46,4
TXN028273,CUST01238,2024-01-31,Apparel,474.39,1
TXN028274,CUST01238,2024-04-12,Electronics,671.59,3
TXN028275,CUST01238,2024-06-15,Home & Kitchen,942.73,1
TXN028276,CUST01238,2024-06-18,Electronics,903.73,2
TXN028277,CUST01238,2024-07-25,Home & Kitchen,1147.05,1
TXN028278,CUST01238,2024-08-02,Apparel,773.49,1
TXN028279,CUST01238,2024-08-08,Books,701.75,4
TXN028280,CUST01238,2024-09-15,Books,859.16,4
TXN028281,CUST01238,2024-08-24,Books,1335.48,4
TXN028282,CUST01238,2024-08-24,Apparel,930.1,4
TXN028283,CUST01238,2024-10-04,Apparel,1061.1,4
TXN028284,CUST01238,2025-01-06,Beauty,373.65,1
TXN028285,CUST01238,2025-01-19,Apparel,939.57,4
TXN028286,CUST01238,2025-03-18,Electronics,1020.94,3
TXN028287,CUST01238,2025-04-28,Electronics,1174.8,1
TXN028288,CUST01238,2025-06-09,Home & Kitchen,851.75,1
TXN028289,CUST01238,2025-05-31,Beauty,363.69,3
TXN028290,CUST01239,2023-11-23,Books,3822.65,2
TXN028291,CUST01239,2023-11-09,Beauty,4230.11,3
TXN028292,CUST01239,2023-11-29,Apparel,1549.46,3
TXN028293,CUST01239,2023-10-31,Apparel,3583.16,2
TXN028294,CUST01239,2023-12-16,Electronics,3788.08,2
TXN028295,CUST01239,2023-12-24,Sports,3040.39,3
TXN028296,CUST01239,2024-01-09,Beauty,2654.36,2
TXN028297,CUST01239,2024-01-06,Sports,3008.13,4
TXN028298,CUST01239,2024-02-13,Home & Kitchen,2907.09,1
TXN028299,CUST01239,2024-02-24,Electronics,2632.46,3
TXN028300,CUST01239,2024-01-29,Apparel,2525.78,4
TXN028301,CUST01239,2024-02-07,Beauty,1103.54,1
TXN028302,CUST01239,2024-02-09,Home & Kitchen,3611.21,4
TXN028303,CUST01239,2024-02-10,Books,1936.77,3
TXN028304,CUST01239,2024-02-06,Books,3459.84,4
TXN028305,CUST01239,2024-03-14,Sports,4516.82,1
TXN028306,CUST01239,2024-03-28,Sports,1243.69,4
TXN028307,CUST01239,2024-03-19,Home & Kitchen,2644.07,4
TXN028308,CUST01239,2024-03-21,Apparel,5685.15,1
TXN028309,CUST01239,2024-03-13,Apparel,3322.78,3
TXN028310,CUST01239,2024-03-17,Home & Kitchen,2357.24,2
TXN028311,CUST01239,2024-04-04,Home & Kitchen,3185.89,3
TXN028312,CUST01239,2024-04-19,Apparel,2670.27,3
TXN028313,CUST01239,2024-04-14,Home & Kitchen,4155.39,4
TXN028314,CUST01239,2024-04-04,Sports,3065.9,1
TXN028315,CUST01239,2024-04-07,Books,4045.91,3
TXN028316,CUST01239,2024-04-16,Electronics,1451.21,2
TXN028317,CUST01239,2024-04-07,Books,3359.19,1
TXN028318,CUST01239,2024-04-22,Home & Kitchen,3324.26,2
TXN028319,CUST01239,2024-04-20,Electronics,3987.99,2
TXN028320,CUST01239,2024-05-04,Sports,808.96,3
TXN028321,CUST01239,2024-05-05,Home & Kitchen,3953.1,3
TXN028322,CUST01239,2024-06-14,Books,3157.22,2
TXN028323,CUST01239,2024-06-15,Electronics,3012.9,3
TXN028324,CUST01239,2024-06-24,Electronics,3452.84,1
TXN028325,CUST01239,2024-06-26,Beauty,2563.67,1
TXN028326,CUST01239,2024-06-06,Books,3318.2,2
TXN028327,CUST01239,2024-06-14,Sports,3707.84,2
TXN028328,CUST01239,2024-06-05,Beauty,3100.34,2
TXN028329,CUST01239,2024-07-05,Electronics,5240.01,2
TXN028330,CUST01239,2024-07-19,Sports,2344.3,3
TXN028331,CUST01239,2024-07-26,Beauty,2582.92,4
TXN028332,CUST01239,2024-07-03,Beauty,1803.99,1
TXN028333,CUST01239,2024-07-02,Home & Kitchen,1477.07,2
TXN028334,CUST01239,2024-06-27,Electronics,4287.7,3
TXN028335,CUST01239,2024-07-23,Home & Kitchen,3078.7,1
TXN028336,CUST01239,2024-07-11,Home & Kitchen,1345.27,4
TXN028337,CUST01239,2024-07-07,Sports,2697.67,3
TXN028338,CUST01239,2024-08-21,Home & Kitchen,2551.74,1
TXN028339,CUST01239,2024-07-30,Apparel,3305.99,2
TXN028340,CUST01239,2024-08-25,Sports,3783.15,3
TXN028341,CUST01239,2024-09-05,Home & Kitchen,2368.76,1
TXN028342,CUST01239,2024-09-02,Apparel,2810.4,3
TXN028343,CUST01239,2024-08-30,Apparel,3703.77,4
TXN028344,CUST01239,2024-10-06,Beauty,2796.72,2
TXN028345,CUST01239,2024-10-12,Home & Kitchen,3058.13,1
TXN028346,CUST01239,2024-10-18,Sports,4592.38,1
TXN028347,CUST01239,2024-09-28,Beauty,2944.8,3
TXN028348,CUST01239,2024-10-20,Apparel,4465.43,1
TXN028349,CUST01239,2024-10-05,Books,3390.32,1
TXN028350,CUST01240,2024-03-13,Home & Kitchen,266.2,3
TXN028351,CUST01240,2024-04-12,Beauty,726.44,1
TXN028352,CUST01240,2024-03-23,Books,524.35,2
TXN028353,CUST01240,2024-05-09,Apparel,517.4,1
TXN028354,CUST01240,2025-06-02,Books,322.72,1
TXN028355,CUST01241,2024-03-05,Sports,2671.72,1
TXN028356,CUST01241,2024-02-20,Beauty,1071.82,4
TXN028357,CUST01241,2024-03-16,Home & Kitchen,464.65,3
TXN028358,CUST01241,2024-05-25,Home & Kitchen,1579.82,2
TXN028359,CUST01241,2024-06-27,Home & Kitchen,1321.51,2
TXN028360,CUST01241,2024-06-28,Sports,2488.73,3
TXN028361,CUST01241,2024-06-30,Electronics,2384.42,4
TXN028362,CUST01241,2024-08-03,Books,1578.86,1
TXN028363,CUST01241,2024-07-06,Beauty,1179.64,3
TXN028364,CUST01241,2024-08-11,Apparel,1238.66,1
TXN028365,CUST01241,2024-09-05,Beauty,1553.54,3
TXN028366,CUST01241,2024-09-03,Home & Kitchen,1112.37,1
TXN028367,CUST01241,2024-09-25,Sports,2202.08,4
TXN028368,CUST01241,2024-09-30,Books,2230.15,1
TXN028369,CUST01241,2024-11-05,Beauty,1919.05,3
TXN028370,CUST01241,2024-12-07,Electronics,2002.18,3
TXN028371,CUST01241,2024-12-11,Books,1946.36,1
TXN028372,CUST01241,2024-12-06,Beauty,1530.88,3
TXN028373,CUST01241,2024-12-20,Apparel,2730.13,2
TXN028374,CUST01241,2025-01-22,Sports,1642.56,4
TXN028375,CUST01241,2025-01-04,Home & Kitchen,2678.33,3
TXN028376,CUST01241,2025-02-11,Sports,2278.14,4
TXN028377,CUST01241,2025-03-22,Beauty,1350.63,2
TXN028378,CUST01241,2025-04-22,Beauty,1121.88,4
TXN028379,CUST01241,2025-04-12,Home & Kitchen,3305.67,2
TXN028380,CUST01241,2025-04-12,Electronics,2404.14,3
TXN028381,CUST01241,2025-05-25,Books,2272.99,3
TXN028382,CUST01241,2025-05-29,Electronics,1161.02,1
TXN028383,CUST01241,2025-06-16,Electronics,908.93,3
TXN028384,CUST01241,2025-06-14,Apparel,1969.76,3
TXN028385,CUST01241,2025-06-20,Beauty,1753.94,4
TXN028386,CUST01241,2025-06-13,Sports,2058.65,3
TXN028387,CUST01241,2025-06-05,Home & Kitchen,1007.85,1
TXN028388,CUST01242,2024-02-02,Sports,1290.5,3
TXN028389,CUST01242,2024-02-05,Beauty,1324.32,3
TXN028390,CUST01242,2024-02-14,Electronics,1678.43,3
